id,name,lat,lon,length_km,difficulty,city,distance_from_city_km,source,region,created_at,geojson,sac_scale,surface
1,Galu Temple - Lahesh Caves Trail,32.2734265,76.3615743,2.22,Easy,Dharamshala,7.04,osm,NULL,2/21/2026 18:36,"[{""lat"": 32.2734265, ""lon"": 76.3615743}, {""lat"": 32.2737181, ""lon"": 76.3615948}, {""lat"": 32.2738379, ""lon"": 76.3616277}, {""lat"": 32.2739039, ""lon"": 76.3616543}, {""lat"": 32.2740098, ""lon"": 76.3615661}, {""lat"": 32.2740948, ""lon"": 76.3615928}, {""lat"": 32.2741729, ""lon"": 76.3615271}, {""lat"": 32.2742044, ""lon"": 76.3615477}, {""lat"": 32.2742301, ""lon"": 76.3615646}, {""lat"": 32.2742701, ""lon"": 76.3615907}, {""lat"": 32.2743309, ""lon"": 76.3616194}, {""lat"": 32.2743917, ""lon"": 76.3616687}, {""lat"": 32.2744871, ""lon"": 76.3617077}, {""lat"": 32.2745583, ""lon"": 76.3616872}, {""lat"": 32.2746572, ""lon"": 76.3617406}, {""lat"": 32.2747572, ""lon"": 76.3617611}, {""lat"": 32.2748827, ""lon"": 76.3618373}, {""lat"": 32.2749979, ""lon"": 76.3618855}, {""lat"": 32.2750725, ""lon"": 76.3619536}, {""lat"": 32.2752488, ""lon"": 76.3619336}, {""lat"": 32.2753064, ""lon"": 76.3618654}, {""lat"": 32.2754081, ""lon"": 76.3618494}, {""lat"": 32.2754759, ""lon"": 76.3618213}, {""lat"": 32.2755844, ""lon"": 76.3618213}, {""lat"": 32.2756658, ""lon"": 76.3617892}, {""lat"": 32.2757607, ""lon"": 76.3618734}, {""lat"": 32.2758658, ""lon"": 76.3619256}, {""lat"": 32.2759506, ""lon"": 76.3619015}, {""lat"": 32.2759811, ""lon"": 76.3618373}, {""lat"": 32.2760964, ""lon"": 76.3618413}, {""lat"": 32.2761913, ""lon"": 76.3618774}, {""lat"": 32.2762693, ""lon"": 76.3618895}, {""lat"": 32.2763811, ""lon"": 76.3618855}, {""lat"": 32.2764727, ""lon"": 76.3619897}, {""lat"": 32.2764727, ""lon"": 76.3621381}, {""lat"": 32.276571, ""lon"": 76.3622102}, {""lat"": 32.2767405, ""lon"": 76.3622584}, {""lat"": 32.2769337, ""lon"": 76.3622945}, {""lat"": 32.2770287, ""lon"": 76.3623105}, {""lat"": 32.2771202, ""lon"": 76.3623466}, {""lat"": 32.2771948, ""lon"": 76.3623867}, {""lat"": 32.2773338, ""lon"": 76.3624027}, {""lat"": 32.2773982, ""lon"": 76.3623867}, {""lat"": 32.2774897, ""lon"": 76.3624629}, {""lat"": 32.2775813, ""lon"": 76.3624949}, {""lat"": 32.2776626, ""lon"": 76.362511}, {""lat"": 32.2777643, ""lon"": 76.362503}, {""lat"": 32.2778627, ""lon"": 76.362499}, {""lat"": 32.277944, ""lon"": 76.362507}, {""lat"": 32.2780084, ""lon"": 76.3625431}, {""lat"": 32.2781034, ""lon"": 76.3625551}, {""lat"": 32.2781915, ""lon"": 76.3625391}, {""lat"": 32.2782966, ""lon"": 76.3625711}, {""lat"": 32.2783644, ""lon"": 76.362535}, {""lat"": 32.2784458, ""lon"": 76.3625511}, {""lat"": 32.2785203, ""lon"": 76.3624949}, {""lat"": 32.2786119, ""lon"": 76.3624949}, {""lat"": 32.2786865, ""lon"": 76.3624629}, {""lat"": 32.2787746, ""lon"": 76.3624829}, {""lat"": 32.278839, ""lon"": 76.3625431}, {""lat"": 32.2789339, ""lon"": 76.3626072}, {""lat"": 32.2790051, ""lon"": 76.3627075}, {""lat"": 32.2790255, ""lon"": 76.3628157}, {""lat"": 32.2790967, ""lon"": 76.3628679}, {""lat"": 32.2791848, ""lon"": 76.3629641}, {""lat"": 32.279256, ""lon"": 76.3630042}, {""lat"": 32.279334, ""lon"": 76.3631325}, {""lat"": 32.2794492, ""lon"": 76.3632368}, {""lat"": 32.2795374, ""lon"": 76.3632728}, {""lat"": 32.2796153, ""lon"": 76.3633691}, {""lat"": 32.279656, ""lon"": 76.3633571}, {""lat"": 32.2797916, ""lon"": 76.3634052}, {""lat"": 32.2799205, ""lon"": 76.3634733}, {""lat"": 32.2800188, ""lon"": 76.3634814}, {""lat"": 32.2800967, ""lon"": 76.3634573}, {""lat"": 32.2801679, ""lon"": 76.3634413}, {""lat"": 32.280273, ""lon"": 76.3634413}, {""lat"": 32.280351, ""lon"": 76.3634172}, {""lat"": 32.2804561, ""lon"": 76.3634372}, {""lat"": 32.2806866, ""lon"": 76.3634533}, {""lat"": 32.2808832, ""lon"": 76.3635094}, {""lat"": 32.2811646, ""lon"": 76.3636939}, {""lat"": 32.28129, ""lon"": 76.3637179}, {""lat"": 32.2812731, ""lon"": 76.3638462}, {""lat"": 32.2813578, ""lon"": 76.3640387}, {""lat"": 32.2814494, ""lon"": 76.3640307}, {""lat"": 32.281524, ""lon"": 76.3640868}, {""lat"": 32.2816053, ""lon"": 76.3640788}, {""lat"": 32.281724, ""lon"": 76.3640868}, {""lat"": 32.2817816, ""lon"": 76.3640788}, {""lat"": 32.2818765, ""lon"": 76.3640908}, {""lat"": 32.2820121, ""lon"": 76.364143}, {""lat"": 32.2822426, ""lon"": 76.3641871}, {""lat"": 32.2822867, ""lon"": 76.3642633}, {""lat"": 32.2823918, ""lon"": 76.3643354}, {""lat"": 32.282463, ""lon"": 76.3644036}, {""lat"": 32.2825037, ""lon"": 76.3644758}, {""lat"": 32.2825172, ""lon"": 76.36456}, {""lat"": 32.2825986, ""lon"": 76.3646041}, {""lat"": 32.2826393, ""lon"": 76.3646602}, {""lat"": 32.2826969, ""lon"": 76.3647886}, {""lat"": 32.2827749, ""lon"": 76.3648166}, {""lat"": 32.2828325, ""lon"": 76.3648768}, {""lat"": 32.2828901, ""lon"": 76.364961}, {""lat"": 32.2829139, ""lon"": 76.3650732}, {""lat"": 32.2829715, ""lon"": 76.3651414}, {""lat"": 32.2830495, ""lon"": 76.3651976}, {""lat"": 32.2830901, ""lon"": 76.3652657}, {""lat"": 32.2831613, ""lon"": 76.3653259}, {""lat"": 32.2832223, ""lon"": 76.3654301}, {""lat"": 32.28328, ""lon"": 76.3654863}, {""lat"": 32.2833444, ""lon"": 76.3656466}, {""lat"": 32.2833545, ""lon"": 76.3657509}, {""lat"": 32.2833783, ""lon"": 76.3658151}, {""lat"": 32.2834596, ""lon"": 76.3659354}, {""lat"": 32.2834766, ""lon"": 76.3660436}, {""lat"": 32.283541, ""lon"": 76.3661158}, {""lat"": 32.2835579, ""lon"": 76.3662481}, {""lat"": 32.2836393, ""lon"": 76.3663604}, {""lat"": 32.2836698, ""lon"": 76.3664606}, {""lat"": 32.2837308, ""lon"": 76.3665047}, {""lat"": 32.2838325, ""lon"": 76.3667173}, {""lat"": 32.2838868, ""lon"": 76.3667734}, {""lat"": 32.2839613, ""lon"": 76.3669097}, {""lat"": 32.2839986, ""lon"": 76.367018}, {""lat"": 32.2840461, ""lon"": 76.3670902}, {""lat"": 32.284141, ""lon"": 76.3671543}, {""lat"": 32.284219, ""lon"": 76.3672105}, {""lat"": 32.2842631, ""lon"": 76.3673187}, {""lat"": 32.2843241, ""lon"": 76.3673308}, {""lat"": 32.2843715, ""lon"": 76.3674791}, {""lat"": 32.2843783, ""lon"": 76.3676315}, {""lat"": 32.2844122, ""lon"": 76.3677558}, {""lat"": 32.2844664, ""lon"": 76.367824}, {""lat"": 32.2843749, ""lon"": 76.3679884}, {""lat"": 32.2843817, ""lon"": 76.3681087}, {""lat"": 32.2845003, ""lon"": 76.3682691}, {""lat"": 32.2845715, ""lon"": 76.3684455}, {""lat"": 32.2846427, ""lon"": 76.3685618}, {""lat"": 32.2846936, ""lon"": 76.3687182}, {""lat"": 32.284741, ""lon"": 76.3688264}, {""lat"": 32.2848495, ""lon"": 76.3689708}, {""lat"": 32.2849648, ""lon"": 76.3691111}, {""lat"": 32.2850563, ""lon"": 76.3692114}, {""lat"": 32.2851444, ""lon"": 76.3692635}, {""lat"": 32.285236, ""lon"": 76.3695041}, {""lat"": 32.2852122, ""lon"": 76.3695402}, {""lat"": 32.2852971, ""lon"": 76.3697411}, {""lat"": 32.2853071, ""lon"": 76.3697647}, {""lat"": 32.285308, ""lon"": 76.3697925}, {""lat"": 32.2853105, ""lon"": 76.369869}, {""lat"": 32.2853261, ""lon"": 76.3698782}, {""lat"": 32.2853987, ""lon"": 76.3699211}, {""lat"": 32.2854529, ""lon"": 76.3699051}, {""lat"": 32.2855071, ""lon"": 76.3700374}, {""lat"": 32.2856495, ""lon"": 76.3699853}, {""lat"": 32.2857173, ""lon"": 76.3700294}, {""lat"": 32.2857275, ""lon"": 76.3701817}, {""lat"": 32.2857987, ""lon"": 76.3701737}, {""lat"": 32.2859444, ""lon"": 76.3700574}, {""lat"": 32.2861241, ""lon"": 76.3699532}, {""lat"": 32.2861546, ""lon"": 76.3701336}, {""lat"": 32.2862021, ""lon"": 76.370282}, {""lat"": 32.2863038, ""lon"": 76.3704103}, {""lat"": 32.2863783, ""lon"": 76.3704504}, {""lat"": 32.2864394, ""lon"": 76.3705386}, {""lat"": 32.2864427, ""lon"": 76.3707591}, {""lat"": 32.2864258, ""lon"": 76.3708353}, {""lat"": 32.2864427, ""lon"": 76.3709677}, {""lat"": 32.2864055, ""lon"": 76.3710719}, {""lat"": 32.28648, ""lon"": 76.3711601}, {""lat"": 32.2865614, ""lon"": 76.3712243}, {""lat"": 32.2865546, ""lon"": 76.3713967}, {""lat"": 32.286636, ""lon"": 76.3714689}, {""lat"": 32.2867105, ""lon"": 76.3714969}, {""lat"": 32.2867783, ""lon"": 76.3715731}, {""lat"": 32.2867953, ""lon"": 76.3716493}, {""lat"": 32.2867919, ""lon"": 76.3717215}, {""lat"": 32.2868495, ""lon"": 76.3718819}, {""lat"": 32.2869173, ""lon"": 76.3718899}, {""lat"": 32.2870326, ""lon"": 76.3719621}, {""lat"": 32.2871038, ""lon"": 76.3720303}, {""lat"": 32.2871478, ""lon"": 76.3720904}, {""lat"": 32.2871919, ""lon"": 76.3721786}, {""lat"": 32.2872902, ""lon"": 76.3722027}, {""lat"": 32.2873309, ""lon"": 76.372319}, {""lat"": 32.2873885, ""lon"": 76.372335}, {""lat"": 32.2874156, ""lon"": 76.3722949}, {""lat"": 32.2874419, ""lon"": 76.372238}]",mountain_hiking,unknown
2,Dharamkot Guna Temple Trail,32.2619532,76.3179021,1.39,Easy,Dharamshala,4.8,osm,NULL,2/21/2026 18:36,"[{""lat"": 32.2619532, ""lon"": 76.3179021}, {""lat"": 32.2620592, ""lon"": 76.3178975}, {""lat"": 32.2621377, ""lon"": 76.3178696}, {""lat"": 32.2622476, ""lon"": 76.317865}, {""lat"": 32.2623378, ""lon"": 76.3178325}, {""lat"": 32.2624791, ""lon"": 76.3178464}, {""lat"": 32.2628442, ""lon"": 76.3178}, {""lat"": 32.262907, ""lon"": 76.317865}, {""lat"": 32.2630836, ""lon"": 76.3178696}, {""lat"": 32.2631817, ""lon"": 76.31793}, {""lat"": 32.2632563, ""lon"": 76.3180135}, {""lat"": 32.263374, ""lon"": 76.3180228}, {""lat"": 32.2635035, ""lon"": 76.3180832}, {""lat"": 32.2636017, ""lon"": 76.3181064}, {""lat"": 32.2638136, ""lon"": 76.3180182}, {""lat"": 32.2638843, ""lon"": 76.3179485}, {""lat"": 32.2639628, ""lon"": 76.3179439}, {""lat"": 32.264053, ""lon"": 76.3178836}, {""lat"": 32.264159, ""lon"": 76.3178511}, {""lat"": 32.2642493, ""lon"": 76.317865}, {""lat"": 32.2643356, ""lon"": 76.3178371}, {""lat"": 32.264418, ""lon"": 76.3177582}, {""lat"": 32.2645083, ""lon"": 76.3177258}, {""lat"": 32.2646064, ""lon"": 76.3177258}, {""lat"": 32.2646928, ""lon"": 76.3177861}, {""lat"": 32.2647791, ""lon"": 76.3177768}, {""lat"": 32.2648145, ""lon"": 76.3177443}, {""lat"": 32.2649675, ""lon"": 76.3177072}, {""lat"": 32.2650696, ""lon"": 76.3176608}, {""lat"": 32.2651912, ""lon"": 76.3176051}, {""lat"": 32.2653718, ""lon"": 76.3176144}, {""lat"": 32.2655484, ""lon"": 76.3175169}, {""lat"": 32.265619, ""lon"": 76.3174148}, {""lat"": 32.2657368, ""lon"": 76.3173544}, {""lat"": 32.2658388, ""lon"": 76.3172662}, {""lat"": 32.2659252, ""lon"": 76.3172662}, {""lat"": 32.265988, ""lon"": 76.3171688}, {""lat"": 32.2660351, ""lon"": 76.3170481}, {""lat"": 32.2660822, ""lon"": 76.3169877}, {""lat"": 32.2661999, ""lon"": 76.3169506}, {""lat"": 32.2663137, ""lon"": 76.3170481}, {""lat"": 32.2664001, ""lon"": 76.3171223}, {""lat"": 32.2665885, ""lon"": 76.3171223}, {""lat"": 32.2667729, ""lon"": 76.3170899}, {""lat"": 32.2669103, ""lon"": 76.3170527}, {""lat"": 32.2669966, ""lon"": 76.3169645}, {""lat"": 32.267028, ""lon"": 76.316816}, {""lat"": 32.2670594, ""lon"": 76.3166953}, {""lat"": 32.2671144, ""lon"": 76.3166489}, {""lat"": 32.2672321, ""lon"": 76.3165886}, {""lat"": 32.2673028, ""lon"": 76.3165793}, {""lat"": 32.2675383, ""lon"": 76.3163194}, {""lat"": 32.2676403, ""lon"": 76.3161569}, {""lat"": 32.2677973, ""lon"": 76.3160734}, {""lat"": 32.2679111, ""lon"": 76.3160409}, {""lat"": 32.2680092, ""lon"": 76.3158877}, {""lat"": 32.268123, ""lon"": 76.3158831}, {""lat"": 32.2682251, ""lon"": 76.3158413}, {""lat"": 32.2682997, ""lon"": 76.3157438}, {""lat"": 32.2684213, ""lon"": 76.3157252}, {""lat"": 32.2685508, ""lon"": 76.3156138}, {""lat"": 32.2686411, ""lon"": 76.3154607}, {""lat"": 32.2687981, ""lon"": 76.3152797}, {""lat"": 32.2688687, ""lon"": 76.3151822}, {""lat"": 32.2689472, ""lon"": 76.3151404}, {""lat"": 32.2692102, ""lon"": 76.3151218}, {""lat"": 32.2692691, ""lon"": 76.3151358}, {""lat"": 32.2693475, ""lon"": 76.31521}, {""lat"": 32.2694339, ""lon"": 76.31521}, {""lat"": 32.2695016, ""lon"": 76.3151529}, {""lat"": 32.2695438, ""lon"": 76.3151172}, {""lat"": 32.2696851, ""lon"": 76.3149547}, {""lat"": 32.2698028, ""lon"": 76.3148666}, {""lat"": 32.2698891, ""lon"": 76.3147691}, {""lat"": 32.2700108, ""lon"": 76.3147041}, {""lat"": 32.2701992, ""lon"": 76.314667}, {""lat"": 32.2703993, ""lon"": 76.3145324}, {""lat"": 32.2706034, ""lon"": 76.3145416}, {""lat"": 32.2706937, ""lon"": 76.3144302}, {""lat"": 32.2708075, ""lon"": 76.3143606}, {""lat"": 32.2709606, ""lon"": 76.3143513}, {""lat"": 32.2710705, ""lon"": 76.3143931}, {""lat"": 32.271196, ""lon"": 76.3143978}, {""lat"": 32.2713099, ""lon"": 76.3143606}, {""lat"": 32.2714276, ""lon"": 76.3143699}, {""lat"": 32.2716003, ""lon"": 76.3144535}, {""lat"": 32.2717455, ""lon"": 76.3145741}, {""lat"": 32.2718593, ""lon"": 76.3147691}, {""lat"": 32.2720006, ""lon"": 76.3149315}, {""lat"": 32.2721105, ""lon"": 76.3150429}, {""lat"": 32.2722517, ""lon"": 76.3151033}, {""lat"": 32.2723616, ""lon"": 76.3151915}, {""lat"": 32.2724205, ""lon"": 76.3153586}, {""lat"": 32.2724166, ""lon"": 76.3155164}, {""lat"": 32.2724951, ""lon"": 76.3156231}]",unknown,ground
3,Guna Temple Rava Trail,32.2727002,76.3152795,2.11,Easy,Dharamshala,6.02,osm,NULL,2/21/2026 18:36,"[{""lat"": 32.2727002, ""lon"": 76.3152795}, {""lat"": 32.2727147, ""lon"": 76.3151996}, {""lat"": 32.2727452, ""lon"": 76.3150855}, {""lat"": 32.2727774, ""lon"": 76.3149791}, {""lat"": 32.2727147, ""lon"": 76.3148935}, {""lat"": 32.2727806, ""lon"": 76.3148232}, {""lat"": 32.2728771, ""lon"": 76.3147604}, {""lat"": 32.2729124, ""lon"": 76.3146521}, {""lat"": 32.2728928, ""lon"": 76.3145546}, {""lat"": 32.2729124, ""lon"": 76.3144339}, {""lat"": 32.2727986, ""lon"": 76.3142854}, {""lat"": 32.2726887, ""lon"": 76.3141879}, {""lat"": 32.2727083, ""lon"": 76.3140997}, {""lat"": 32.2726416, ""lon"": 76.3139233}, {""lat"": 32.2725082, ""lon"": 76.3138073}, {""lat"": 32.2723944, ""lon"": 76.313733}, {""lat"": 32.2723394, ""lon"": 76.3135706}, {""lat"": 32.2723277, ""lon"": 76.3134778}, {""lat"": 32.2723669, ""lon"": 76.3133803}, {""lat"": 32.2723002, ""lon"": 76.313241}, {""lat"": 32.2723277, ""lon"": 76.3131482}, {""lat"": 32.2722531, ""lon"": 76.31306}, {""lat"": 32.2722139, ""lon"": 76.3129115}, {""lat"": 32.2721236, ""lon"": 76.3128976}, {""lat"": 32.2720804, ""lon"": 76.3128372}, {""lat"": 32.2721982, ""lon"": 76.3127908}, {""lat"": 32.2723394, ""lon"": 76.312633}, {""lat"": 32.2723316, ""lon"": 76.3125262}, {""lat"": 32.2723669, ""lon"": 76.3123638}, {""lat"": 32.2723473, ""lon"": 76.3122385}, {""lat"": 32.272257, ""lon"": 76.312206}, {""lat"": 32.2723355, ""lon"": 76.312141}, {""lat"": 32.2723198, ""lon"": 76.3120482}, {""lat"": 32.272257, ""lon"": 76.3119925}, {""lat"": 32.2724062, ""lon"": 76.3115747}, {""lat"": 32.2722688, ""lon"": 76.3116026}, {""lat"": 32.2723002, ""lon"": 76.3115376}, {""lat"": 32.2722256, ""lon"": 76.3114076}, {""lat"": 32.2722099, ""lon"": 76.3113148}, {""lat"": 32.2720922, ""lon"": 76.3113241}, {""lat"": 32.2720529, ""lon"": 76.3113566}, {""lat"": 32.2720215, ""lon"": 76.3112359}, {""lat"": 32.2721118, ""lon"": 76.3111291}, {""lat"": 32.2721432, ""lon"": 76.3107578}, {""lat"": 32.2721, ""lon"": 76.3107856}, {""lat"": 32.2718528, ""lon"": 76.3107671}, {""lat"": 32.2718057, ""lon"": 76.3107949}, {""lat"": 32.2717154, ""lon"": 76.3106928}, {""lat"": 32.2717508, ""lon"": 76.3105814}, {""lat"": 32.2716997, ""lon"": 76.3104607}, {""lat"": 32.2715859, ""lon"": 76.3105072}, {""lat"": 32.27148, ""lon"": 76.3106232}, {""lat"": 32.2713779, ""lon"": 76.3106}, {""lat"": 32.2711974, ""lon"": 76.3106371}, {""lat"": 32.2711385, ""lon"": 76.3105953}, {""lat"": 32.2710012, ""lon"": 76.3105489}, {""lat"": 32.2708952, ""lon"": 76.3104654}, {""lat"": 32.270856, ""lon"": 76.3103493}, {""lat"": 32.2707539, ""lon"": 76.3102426}, {""lat"": 32.2706793, ""lon"": 76.3101358}, {""lat"": 32.2706205, ""lon"": 76.3100012}, {""lat"": 32.270491, ""lon"": 76.3099548}, {""lat"": 32.270436, ""lon"": 76.3099502}, {""lat"": 32.2705224, ""lon"": 76.3098202}, {""lat"": 32.2706166, ""lon"": 76.3097134}, {""lat"": 32.2707225, ""lon"": 76.3096624}, {""lat"": 32.2707461, ""lon"": 76.3095603}, {""lat"": 32.2707264, ""lon"": 76.3094999}, {""lat"": 32.2708128, ""lon"": 76.3093793}, {""lat"": 32.2708913, ""lon"": 76.309305}, {""lat"": 32.270856, ""lon"": 76.3092214}, {""lat"": 32.2708442, ""lon"": 76.30911}, {""lat"": 32.270907, ""lon"": 76.3090079}, {""lat"": 32.2709776, ""lon"": 76.308929}, {""lat"": 32.2709501, ""lon"": 76.3088548}, {""lat"": 32.2710954, ""lon"": 76.3086366}, {""lat"": 32.2710797, ""lon"": 76.3085902}, {""lat"": 32.2711189, ""lon"": 76.3085299}, {""lat"": 32.2711503, ""lon"": 76.3084324}, {""lat"": 32.2712327, ""lon"": 76.3084045}, {""lat"": 32.2711935, ""lon"": 76.3083163}, {""lat"": 32.2712288, ""lon"": 76.3081957}, {""lat"": 32.2713151, ""lon"": 76.3080843}, {""lat"": 32.2712837, ""lon"": 76.3079682}, {""lat"": 32.271323, ""lon"": 76.3078893}, {""lat"": 32.2713348, ""lon"": 76.3078243}, {""lat"": 32.2714289, ""lon"": 76.3076851}, {""lat"": 32.2715231, ""lon"": 76.3077037}, {""lat"": 32.2715977, ""lon"": 76.3077037}, {""lat"": 32.2718135, ""lon"": 76.307634}, {""lat"": 32.2719038, ""lon"": 76.3075273}, {""lat"": 32.2719195, ""lon"": 76.3074066}, {""lat"": 32.271896, ""lon"": 76.3072766}, {""lat"": 32.2719627, ""lon"": 76.3071977}, {""lat"": 32.2719666, ""lon"": 76.3070956}, {""lat"": 32.2719156, ""lon"": 76.3070121}, {""lat"": 32.2718999, ""lon"": 76.3069007}, {""lat"": 32.2720333, ""lon"": 76.3068589}, {""lat"": 32.2721511, ""lon"": 76.3067893}, {""lat"": 32.2722335, ""lon"": 76.3067011}, {""lat"": 32.2724964, ""lon"": 76.3065525}, {""lat"": 32.2725671, ""lon"": 76.3063994}, {""lat"": 32.2726926, ""lon"": 76.3062508}, {""lat"": 32.2727554, ""lon"": 76.3061116}, {""lat"": 32.2727319, ""lon"": 76.305912}, {""lat"": 32.2726416, ""lon"": 76.3058656}, {""lat"": 32.2727123, ""lon"": 76.3058053}, {""lat"": 32.2727044, ""lon"": 76.305666}, {""lat"": 32.2727319, ""lon"": 76.3055546}, {""lat"": 32.2728378, ""lon"": 76.305485}, {""lat"": 32.2728418, ""lon"": 76.3052436}, {""lat"": 32.2727986, ""lon"": 76.3051647}, {""lat"": 32.2728653, ""lon"": 76.3050997}, {""lat"": 32.272728, ""lon"": 76.3049791}, {""lat"": 32.2727711, ""lon"": 76.304812}, {""lat"": 32.2727986, ""lon"": 76.3045752}, {""lat"": 32.2727908, ""lon"": 76.3044685}, {""lat"": 32.2727476, ""lon"": 76.3044035}, {""lat"": 32.2727554, ""lon"": 76.3043246}, {""lat"": 32.2726497, ""lon"": 76.3043484}, {""lat"": 32.2725906, ""lon"": 76.3043617}, {""lat"": 32.27252, ""lon"": 76.30432}, {""lat"": 32.2725003, ""lon"": 76.3042086}, {""lat"": 32.27252, ""lon"": 76.3040136}, {""lat"": 32.2725278, ""lon"": 76.3039672}, {""lat"": 32.2725121, ""lon"": 76.3038651}, {""lat"": 32.2726163, ""lon"": 76.3038416}, {""lat"": 32.2727594, ""lon"": 76.3038094}, {""lat"": 32.2728104, ""lon"": 76.3036562}, {""lat"": 32.2728967, ""lon"": 76.3036005}, {""lat"": 32.2729046, ""lon"": 76.3035355}, {""lat"": 32.272987, ""lon"": 76.3034706}, {""lat"": 32.2730851, ""lon"": 76.3035123}, {""lat"": 32.2731243, ""lon"": 76.3034056}, {""lat"": 32.2731263, ""lon"": 76.3033925}, {""lat"": 32.2731675, ""lon"": 76.3031224}, {""lat"": 32.2732107, ""lon"": 76.3029507}, {""lat"": 32.2731675, ""lon"": 76.3027233}, {""lat"": 32.2731322, ""lon"": 76.302649}, {""lat"": 32.2731243, ""lon"": 76.3025051}, {""lat"": 32.2730851, ""lon"": 76.3023751}, {""lat"": 32.2731243, ""lon"": 76.3020549}, {""lat"": 32.2730458, ""lon"": 76.3018182}, {""lat"": 32.272987, ""lon"": 76.301781}, {""lat"": 32.2729477, ""lon"": 76.3016}, {""lat"": 32.2729438, ""lon"": 76.3014932}, {""lat"": 32.2729752, ""lon"": 76.3014004}, {""lat"": 32.2731204, ""lon"": 76.3013354}, {""lat"": 32.2732499, ""lon"": 76.3012287}, {""lat"": 32.2733669, ""lon"": 76.3010904}, {""lat"": 32.2734359, ""lon"": 76.3009307}, {""lat"": 32.2734422, ""lon"": 76.3007859}, {""lat"": 32.2734297, ""lon"": 76.3006188}, {""lat"": 32.2735019, ""lon"": 76.3005148}, {""lat"": 32.2734736, ""lon"": 76.3003551}, {""lat"": 32.2735118, ""lon"": 76.3002996}, {""lat"": 32.2735427, ""lon"": 76.3002549}, {""lat"": 32.2737185, ""lon"": 76.3000989}, {""lat"": 32.2739069, ""lon"": 76.2999838}, {""lat"": 32.2739759, ""lon"": 76.2998873}]",mountain_hiking,unknown
4,Chakke ka Nahar Manhudd Trail,32.2332898,76.3905717,0.85,Easy,Dharamshala,6.52,osm,NULL,2/21/2026 18:36,"[{""lat"": 32.2332898, ""lon"": 76.3905717}, {""lat"": 32.2334378, ""lon"": 76.3908036}, {""lat"": 32.2333749, ""lon"": 76.3905892}, {""lat"": 32.2334637, ""lon"": 76.3906899}, {""lat"": 32.2335969, ""lon"": 76.3907599}, {""lat"": 32.2336598, ""lon"": 76.3907599}, {""lat"": 32.233682, ""lon"": 76.390948}, {""lat"": 32.2338226, ""lon"": 76.3910355}, {""lat"": 32.233967, ""lon"": 76.3910705}, {""lat"": 32.234115, ""lon"": 76.390948}, {""lat"": 32.2343, ""lon"": 76.3908649}, {""lat"": 32.2345184, ""lon"": 76.3907642}, {""lat"": 32.2347293, ""lon"": 76.3906155}, {""lat"": 32.2347404, ""lon"": 76.3906855}, {""lat"": 32.2348144, ""lon"": 76.3906636}, {""lat"": 32.2348625, ""lon"": 76.3906286}, {""lat"": 32.2349513, ""lon"": 76.3906286}, {""lat"": 32.2350142, ""lon"": 76.390598}, {""lat"": 32.2350401, ""lon"": 76.3907074}, {""lat"": 32.2351993, ""lon"": 76.3907686}, {""lat"": 32.2352918, ""lon"": 76.3907467}, {""lat"": 32.2354361, ""lon"": 76.3908561}, {""lat"": 32.2354953, ""lon"": 76.3908824}, {""lat"": 32.2355286, ""lon"": 76.3909436}, {""lat"": 32.2355841, ""lon"": 76.3909042}, {""lat"": 32.2356174, ""lon"": 76.3909961}, {""lat"": 32.2356988, ""lon"": 76.3910705}, {""lat"": 32.2357728, ""lon"": 76.3911099}, {""lat"": 32.2358765, ""lon"": 76.3911011}, {""lat"": 32.2359727, ""lon"": 76.3911624}, {""lat"": 32.2360245, ""lon"": 76.3912499}, {""lat"": 32.2361244, ""lon"": 76.391298}, {""lat"": 32.236228, ""lon"": 76.3912586}, {""lat"": 32.2362909, ""lon"": 76.3911536}, {""lat"": 32.2363131, ""lon"": 76.3911055}, {""lat"": 32.2363797, ""lon"": 76.3911667}, {""lat"": 32.2364648, ""lon"": 76.391368}, {""lat"": 32.236524, ""lon"": 76.3914073}, {""lat"": 32.2365203, ""lon"": 76.3914948}, {""lat"": 32.2366092, ""lon"": 76.3914073}, {""lat"": 32.2367313, ""lon"": 76.3914117}, {""lat"": 32.2368904, ""lon"": 76.3914905}, {""lat"": 32.2369459, ""lon"": 76.3914336}, {""lat"": 32.2371309, ""lon"": 76.3913373}, {""lat"": 32.2373085, ""lon"": 76.3914205}, {""lat"": 32.2374344, ""lon"": 76.3915386}, {""lat"": 32.2375491, ""lon"": 76.3915823}, {""lat"": 32.237538, ""lon"": 76.3918273}, {""lat"": 32.2376601, ""lon"": 76.3918361}, {""lat"": 32.2378007, ""lon"": 76.3917836}, {""lat"": 32.2378414, ""lon"": 76.3916742}, {""lat"": 32.2379635, ""lon"": 76.3915167}, {""lat"": 32.2381596, ""lon"": 76.3914948}, {""lat"": 32.2382263, ""lon"": 76.3915605}, {""lat"": 32.2383706, ""lon"": 76.3915211}, {""lat"": 32.2385408, ""lon"": 76.3915036}, {""lat"": 32.2388331, ""lon"": 76.3915823}, {""lat"": 32.2388812, ""lon"": 76.3916348}, {""lat"": 32.2389811, ""lon"": 76.3916873}, {""lat"": 32.2390588, ""lon"": 76.3916611}, {""lat"": 32.2391302, ""lon"": 76.3917236}]",mountain_hiking,unknown
